index	Label	Text
349	Personal Hate	টয়া খানকির পোশাকটা খুলে ফেললে ভালো হতো
271	Personal Hate	মাগীরে দেখলেই মেজাজ খারাপ হয়ে যায় 
59	Personal Hate	আর কি বালের তামাশা কল এই গুলা। 
311	Personal Hate	টয়া দ্যা খানকি মাগী ইন বিডি
809	Religious Hate	শিব একটা ধর্ষক ছিল, সে ৬০ হাজার কুমারী মেয়েকে ধর্ষণ করেছিল, তাই শিব লিঙ্গ ধর্ষণের প্রতীক।
602	Political Normal	জনগণের সঙ্গে কোনো সম্পৃক্ততা নেই বলেই বিদেশিদের নিয়ে ঐক্যফ্রন্ট বসেছে।
1089	Geopoitical Hate	ভারত কে বিশাস করা যায় না। কারণ ভারত সুবিধা বাদী। 
995	Religious Hate	শালা নাম্তিকদের হত্যা করা আমাদের দায়িত্ব ও কর্তব্য.
992	Religious Hate	তুই তো এক নাফর্মান শয়তানের ভাই 
887	Religious Hate	আমার ধনেরা সার্বজনীন চোদাও,
26	Personal Hate	ওদের হোগায় বরিশাল এর আ ছোলা বাশ দেয়া হোক
224	Personal Hate	সব গান গঞ্জিকা খাইয়া গাইছে হ্লা আবাল চুদারা
1139	Geopoitical Hate	মালাউনকা বাচ্চা কাভি নেহি আচ্ছা 
1014	Geopoitical Hate	রেন্ডিয়ার দালালরা যতদিন থাকবে এদেশে ততদিন সাধারন মানুষে শান্তি হবেনা। 
445	Political Hate	মাহি কোন চেটের বাল মেম্বার হোওআর জুগগোতা আসেনি সাউআর পুতের 
1047	Geopoitical Hate	আমরা ইরাক না আর আফগানিস্তান না। আমাদের দিকে চোখ দিলে চোখ দুটো তুলে শালা ট্রাম্প
336	Personal Hate	সুদখোর তোদের একরাত চুদে ৫ লাখ টাকা দেবে তা তো কমই দেয়.
649	Political Normal	এরশাদ বলেন, নতুন করে ১৮ দফা প্রণয়ন করেছি।  
309	Personal Hate	টয়া মাগী ফালতু 
144	Personal Hate	মাগি আল্লাহ ওর নাম নিস কেন এই নস্টা মুখে 
406	Political Hate	ইসি এই দায়িত্ব পালন করতে পারে না । 
1146	Geopoitical Hate	পাকিশতানি ৮০% লোক পসুর তেকে আধম
671	Political Normal	যতটুকু বুঝা গেলো আসলে মাহী সাহেব নিজেই চক্রান্তের স্বীকার হয়েগেছে 
708	Political Normal	জনগনকে নিয়ে সবাই রাজনীতি করে কিন্ত জনগনের অধিকার কথার মধ্যে সীমাবদ্ধ থাকে।
1388	Gender abusive hate	মাগি মা তো লাইফে আসেনা মাগি না হলে লাইফে কন 
108	Personal Hate	আসিফ হারামিরে দেখলে মাথা গরম হইয়া যায়...
374	Personal Hate	সাজু খাদেম আসলেই একটা বেয়াদব।
19	Personal Hate	মেধাহীন আবাল আর দেখতে চাই না। 
1140	Geopoitical Hate	ধোনবাদ সব পাকিস্তানি তের ওরা আমাদের ভাই 
778	Political Normal	প্রভু মনে করে বিচারপতি নিয়োগ দিয়েছিলাম এখন তিনি ভুতে পরিনত হয়েছেন।(যুবলীগ সভাপতি) 
344	Personal Hate	হুর চুরের ঘরের চুর, তোর চেহারা দেখলেই চুর চুর লাগে
1137	Geopoitical Hate	মায়ানমারের বাইঞ্চুদের মনে হয় এক একটারে পায়ের নিচে দিয়া পিষ্যা ফালাই 
1055	Geopoitical Hate	ত্রিশ লক্ষ মা বোনকে হত্যা করে,এখন ভাই ভাই চুদাইতেছে খানকির পোলা। 
1382	Gender abusive hate	মাগিরে কুত্তা দিয়ে চুদি।
646	Political Normal	আমরা জোটগতভাবে ৩০০ আসনে নির্বাচনের প্রস্তুতি গ্রহণ করছি।
450	Political Hate	মাহি বি চৌধুরী জাতীয় বেইমান, 
104	Personal Hate	বাঁশ কিন্তু তোমার জন্য রেডি আছে, শুধু তোমারে আবার বাডে পাইয়া লই. কুত্তার বাচ্চা। 
447	Political Hate	চাগল দিয়ে যেমন হালচাষ হয় না এদেরকে দিয়ে কখনোও দেশ চলবেনা 
734	Political Normal	আমি প্রধানমন্ত্রীত্ব চাই না,আমরা এদেশের মানুষের মুক্তি চাই। 
552	Political Hate	তারেকের মোখের ভাষা ঠিক নাই একটা সন্ত্রাসীর খুনির চাঁদা বাজ দের গটপাদার । 
1325	Gender abusive hate	তোদের মত খানকির জন্য সমাজ টা শেষ।
1124	Geopoitical Hate	খানকিৱ পোলা ৱা শিক্ষা দীঘা কিছু নাই বলে কনডম ব্যবহার করলো না!
5	Personal Hate	ইংলিশ এ মিয়া খলিফা গাঁজা টানে আর বাঙালিরারা টানলেই দোষ ধইরা ফেল্লা
335	Personal Hate	মাগি একটা সোজা কথায়
873	Religious Hate	হিন্দু ধর্ম তো এইটাই জানে না যে প্রিথিবি গোল
525	Political Hate	অত্যাচারের সীমানা ছাড়িয়ে গেছে আওয়ামীলীগ পতন হতেই হবে উপায় নাই । 
209	Personal Hate	মাদারচোদ। হেটার পাছায় ভইরা দিমু। 
169	Personal Hate	অন্যের বাচ্চা ঘারেনিছে,তাও আবার জারজ 
198	Personal Hate	রাস্তার মেয়ে...পতিতার চেয়ে খারাফ।
342	Personal Hate	মাগি তোর এই সব জামা কাপর করতে হলে। বিদেশ যা। নাহলে পতিতালয়ে যা। 
230	Personal Hate	মিস মূর্খ বাংলাদেশ প্রতিযোগিতা । 
753	Political Normal	এটা কি সরকার দেখছেনা,তাকে ও বিচারে আওয়তায় আনা দরকার 
668	Political Normal	সরি মাহি বি চৌধুরী সত্য কথা বলেছেন
925	Religious Hate	মুসলিম শুধু গালি দিতে পারে, মারামারি কাটাকাটি করে, 
423	Political Hate	দুই জাতীয় বেঈমানকে বের করে দেয়ার পর চুলকানী শুরু হয়েছে । 
946	Religious Hate	আরে দূর হো চুত্মারানির পূত - মালাউনের দুর্গন্ধময় অপবিত্র বীর্যের জারজ সন্তান।
848	Religious Hate	তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে!
517	Political Hate	কামাল সাহেব তো বুরা হয়ে গেছে ঠিক মত কথা বলতে পারেনা সে কি করে দেশ চালাবে । । বুজিনা । । 
0	Personal Hate	এদের কারনে এলিয়েনরা পৃথিবীতে বেড়াতে আসে না।
1108	Geopoitical Hate	এই খানকির ছেলেরা আবার তো হারলি। বাঘ আবারো নেরি কুততা হয়ে গেলো। কুকুর আবার বাঘ সাজতে যায়। 
1048	Geopoitical Hate	টয়লেট বানিয়ে আগে নিজেদের সমস্যা সমাধান করুক ভারত। 
1147	Geopoitical Hate	মিয়ানমার বাংলাদেশের সেনাদের নাম শুনলে প্রস্রাব করেদেয়
587	Political Hate	আওয়ামিলিগ খুনি গুম দরষন কারি । 
557	Political Hate	পোংগা মজিব দেশ সাধীন চায় না বাইনচোদ ছেয়েচে খমতা মজির হলো বাংলার বড় রাজাকা 
724	Political Normal	জাতির পিতামহ জিয়াউর রহমানের আদর্শে বিশ্বাসী দেশবাসী 
967	Religious Hate	ও হিনদু রা এই জারোজ টাকে নিজেদের বোনধু মোনে কোরো না কারোন ও গেছে হিনদুদের কোচি কোচি মেয়েদের পুজো কোরতে
275	Personal Hate	তোমাদের এ শো থেকে জেচিকা শনাম নের চটি দেখা অনেক ভাল 
659	Political Normal	৯৬ সালে সরকার গঠনের পরই বিশ্বের বিভিন্ন দেশে দূতাবাস স্থাপনে তাঁর সরকার কাজ শুরু করে এবং ওয়াশিংটন ও দিল্লিতে ভবন স্থাপন করলেও অস্ট্রেলিয়াসহ অন্যান্য দেশে এই কাজ পরবর্তী বিএনপি-জামায়াত সরকার বন্ধ করে দেয়। 
56	Personal Hate	আমার হেডার তামাশা কল
1378	Gender abusive hate	তরে যদি পাইতাম তরে বাইগন দিয়ে সুদাতাম
953	Religious Hate	লোপা রহমান আমিও ২বছর আগে ইসলামের চু চু চু করে দিছি চালিয়ে যান একদিন এবং সবার আগে ইসলাম চু চু হবেই 
426	Political Hate	মাহি বি দুই বাব বেটা মিলে ১টা আসন পাবেনা,তার আবার বড় বড় কথা,
603	Political Normal	ঐক্যফ্রন্ট গঠন করে তারা প্রথমেই বিদেশিদের কাছে  গেছে, দেশের জনগণের কাছে তো যায়নি।
718	Political Normal	তারেক রহমান আগামিতে আমরা তোমাকে রাস্ট্রপ্রধান দেখতে চাই 
928	Religious Hate	হাঃ হাঃ হাঃ সব মুসলমান তোর মতো গাধা হয়ে জাবে তাই ভাবছিস বুঝি || নাস্তিক থেকে কুকুর ভালো 
764	Political Normal	পার্থ ভাই বেস্ট পলিটিকাল 
229	Personal Hate	খাচ্চর মানুষ গুলার খাচ্চর মার্কা কথাবার্তা।
567	Political Hate	তোর মা পাকিস্তানের সেনাবাহিনীর সঙ্গে বসবাস করত শেখ মুজিবর তোর মাকে তোর বাপের হাতে ফিরে দিয়েছে এটা কি তোমার জানার কথা নয়????
680	Political Normal	সুষ্ঠ ভাবে সকল জনগণকে ভোট দেবার ব্যবস্থা করতে চাইলে অবস্বই সকল দল মতে উদ্ধে উঠে ডিজিটাল বা অনলাইন ভোটের ব্যবস্থা করতে হবে।
693	Political Normal	একটা হলো শেখ হাসিনার আওয়ামীলীগ আর একটা হলো বঙ্গবন্ধুর আদর্শের ডঃ কামালের আওয়ামীলীগ!
1296	Gender abusive hate	পতিতা বৃত্তি ছেড়ে বিয়া করে সংসারী হও নয় তো জাহান্নামি 
29	Personal Hate	সিয়াম একটা পাডার পো পাডা,
909	Religious Hate	একবার দূর্গা মার গুদে প্রচন্ড চুলকোতে আরম্ভ হল ব্যসালয়ে সেই সময়ে কোনো পুরুষ সিলোনা অগত্যা দূর্গা মা কি করি করি বলে চিল্লাতে আরম্ব করল,
1183	Geopoitical Hate	পাকিস্তান আমার বাল 
256	Personal Hate	বোকা চোদা বাইঞ্চদ সৌভিক কাইল্লা 
386	Personal Hate	শামিম এর এক্টিং বডিল্যাংগুয়েজ নির্ভর।ভাড়ামী মাত্রাতিরিক্ত
1287	Gender abusive hate	বেইশ্যার জন্মের ফসল মাগি। 
295	Personal Hate	বান্দির পুতকেতো দেখতে ফকিন্নি লাগে।বস্তির পুলা,শালা টুকাই। 
446	Political Hate	মাহি যে ব্যক্তি একটা মেম্বার হওয়ার যোগ্য না বেটা বেশি পটর পটর করে 
1190	Geopoitical Hate	ভারত না থাকলে তোরা এত দিন পাকিস্তান থাকতি। তাই বলি ভারতকে গুরু ভাব। 
600	Political Normal	ঐক্যফ্রন্টের নেতারা সিলেটে মাজার জিয়ারত করতে যেতে পারেন।
278	Personal Hate	কিরে ভোদায় কি জল এসে পড়ছে নাকি ভিজে গেছে বলতেছস??
439	Political Hate	এগুলি সব এডেটিং করেছে মাদার চুদের সরকারের দালাল রা । !
957	Religious Hate	শালী নাস্তিকের বাচ্চা তুই ভালো-মন্দ কি বুঝিস রে 
849	Religious Hate	সমস্ত হিন্দু NRC এর সমর্থনে ঝাপিয়ে পড়ুন ! ওই ধংশো কারি মুসলিম দের তাড়াতেই হবে !
289	Personal Hate	আরে তুই তো বাজারের মেয়ে থেকেও খারাপ। 
1114	Geopoitical Hate	এবার কাশ্মীর নিয়ে বাড়াবাড়ি করলে লাথি মেরে চার টুকরা করলে তবেই শিক্ষা হবে। 
318	Personal Hate	এটা নোয়াখালীর মাগী, কডোম টয়া
784	Political Normal	স্বাধীন এই দেশে এখনো এর সঠিক বিচার হয়নি। আল্লাহ যদি থেকে থাকে ৪৫০ জন সেনা বাহিনী হত্যার বিচার হবে এই বাংলায় ইনশাআল্লা
645	Political Normal	বর্তমান সংবিধান অনুযায়ী মানা সম্ভব নয়। এ অবস্থার মধ্যে আগামী দিনগুলো স্বচ্ছ দিন বলে মনে হয় না আমার।
137	Personal Hate	এই শুয়োরছানা বাংলাদেশে কার চোদা খাওয়ার জন্য পড়ে আছে ? 
1298	Gender abusive hate	এদের মতন বেশ্যা মাগিদের জন্য সমাজে এত নুংরামী হয় 
591	Political Hate	পার্থ হচ্ছে একজন চোরের ছেলে চোর । 
292	Personal Hate	ছোট আজাদের মরিচ আসলেই ছোট।
990	Religious Hate	আমি মনে করেছি হিনদু রা পুটকি মারছে? 
1111	Geopoitical Hate	ভারতকে বন্ধু ভাবার চেয়ে পাকিস্তানকে বন্ধু ভাবো 
514	Political Hate	কথা গুলো দুদু মাদারচুদেরে সুনান 
709	Political Normal	এবার এ দেশের জনগন আপনাদের কথার বাস্তবায়ন দখতে চায়। 
249	Personal Hate	খানকির পুতেরা। কুত্তা দিয়া পুন্দামু মাংগের পোলা 
1127	Geopoitical Hate	মাছুদা দেশ বারমা 
572	Political Hate	বোকা চোদা আওয়ামীলীগ শিখিত নয় বি এন পি জাতির কাছে শিক্ষিত । 
1264	Gender abusive hate	এই মাগির ফুন্দে মরিছ দেও এবং কুফিয়ে মারো 
1070	Geopoitical Hate	ব্রিটিশ আমার দাদার শত্রু 
68	Personal Hate	বাশডলা খেয়ে বলে আমি কি করছি, আমি কি করছি।,আবুইল্লা হালা 
827	Religious Hate	খুব তাড়াতাড়ি মুসলিম ধংশো হবেই
558	Political Hate	কুলাঙ্গার, ইতর,অজ্ঞ, ইতিহাসবিকৃতিকারী এই তারেক । 
1206	Gender abusive hate	২টার চেহারা দেইখা আমার বাসার কাজের বুয়ার কথা মনে পড়ল
699	Political Normal	এর চাইতে লীগের সাথে ঐক্য করলে ভালো হত।
134	Personal Hate	আল্লাহ, আসিফের নুনু তুমি আরো ছোট কইরা দাও এইসব মাগীদের ইন্টারভিউ নেয়ার জন্য! 
1210	Gender abusive hate	নাছিরের ধন অনেক বড় তাই মেয়েটা পাগল হয়ে গেছে
1164	Geopoitical Hate	পাকিস্থান আঙ্তাবাদী দেশ
913	Religious Hate	দূর্গা মা কে তখন সেই মুসলি আলী জোরে জোরে চুদতে লাগলো
1103	Geopoitical Hate	ভারত নিজেরাই খাইতে পায়না আমাদের দেশে বিনিওগ কি করবে
1302	Gender abusive hate	মাগির ভুদায় অনেক চুরকানি কুত্তা দিয়ে চুদতে হবে। 
614	Political Normal	জনগণ ভাববে সরকার রাজনৈতিক বা অন্যায় উদ্দেশ্যে এসব করছে।
533	Political Hate	জারজ মানেই বিএনপি
87	Personal Hate	কিরে তুই কি পাবলিকের কমেন্ট পড়স না,তোরে তো কেউ দেখতেই পারে না,
1091	Geopoitical Hate	আমার যদি খোমোতা থাকত ভারত নামের রাস্ট্র টা মুছে ফেলতাম প্রিথিবী থেকে 
515	Political Hate	বি ন পি র পাগলদের এবার বুদ্ধি হবে
851	Religious Hate	বাংলাদেশ থেকে হিন্দুদের তাড়িয়ে দেওয়ার পরিণাম এটা 
145	Personal Hate	আল্লাহই জানে এইডা ওই বলদ হাজব্যান্ডের বাচ্ছা কি না অন্য কারোর.
243	Personal Hate	ছোটা আজাদ আর স্পর্শিয়া দুইটারেই কাঁটা জিগারের চেলি দিয়া বাইড়ানি দরকার!
416	Political Hate	সিইসির এখতিয়ারটা কী? আওয়ামী লীগকে ক্ষমতায় বসিয়ে দেওয়া তাঁর (সিইসি) এখতিয়ার?
270	Personal Hate	এদের আসলে মানসিক বৈকল্য ঘটেছে। 
641	Political Normal	রাষ্ট্র ক্ষমতায় গেলে সাত দিনের মধ্যে সম্প্রচার আইন ও ডিজিটাল নিরাপত্তা আইন বাতিল করবে বিএনপি।
364	Personal Hate	ছেলেগুলাও এক নাম্বারের ফাজিল উপস্থাপক 
428	Political Hate	মাহির কারনে তার বাপের এইদশা
1262	Gender abusive hate	এই শালিকে একন ভাল করে চুদাতে হবে পা কাদে নিয়ে খানকি, 
37	Personal Hate	দেশের মানুষ এই সব খবিশ দের সহ্য করে কিভাবে বুঝিনা ।
236	Personal Hate	গলা শুনলে মনে হয় মুখে ধোন ভইরা রাখসে। 
579	Political Hate	এসব মহিলার রাজনিতির নামে নিজেগ দেহ বিলাবার জন রাসতায় নামে বেসরমা 
284	Personal Hate	ভাইব্রাদার এখন সফটপর্ণের চ্যানেল হইছে।
817	Religious Hate	হিন্দুকে কুতার মুতুন চুদছি 
618	Political Normal	স্বাধীনতাবিরোধী শক্তি বারবার দেশের গণতান্ত্রিক অগ্রগতি ও উন্নয়ন ব্যাহত করার চেষ্টা চালাচ্ছে।
106	Personal Hate	এই সৌভিক কাউয়া চুদা ছাড়া কি অন্য কোনো আর্টিস্ট নেই?
883	Religious Hate	কাঠমোল্লা জাকের নাইকের জুতার সমান মুল্য তোর নাই। 
1083	Geopoitical Hate	ভারত কখনো আমার বন্ধু হতে পারেনা
748	Political Normal	তারা মানুষের প্রতি এতই আস্থা রাখে জনগণ তাদের সাথেই আছে তাহলে নিরপক্ষ নির্বাচন দিলে তাদের এত ভয় কেন 
759	Political Normal	হা-হা-হা- বেচারা আন্দালিব রহমান পার্থ'র সামনে একেবারে লেজে গোবরে অবস্থা!
482	Political Hate	মাহি কি বাংলাদেশের চ্যাটের বাল যে তাকে ছাড়া ঐক্য হবে না
656	Political Normal	এবার ইনশা আল্লাহ ক্ষমতায় যাবই যাব। 
216	Personal Hate	এই সব পতিতা মানুষিকতার মেয়েরা আমাদের দেশের আবর্জনা
327	Personal Hate	এই খানকিরে দেখলে বমি আসে! 
459	Political Hate	একজন মেম্বারের যোগ্যতা যার নাই অথচ কত্থা বলে ইচরে পাকার মতো । 
1306	Gender abusive hate	মাগি তোর মাথায় আল্লার গজব পরুক।
1273	Gender abusive hate	দেশটা মাগি দিয়া ভইরা গেছে 
842	Religious Hate	তুই হালা দালাল তোর হিনদু বাপেরা ভারতে মুসল মানদের ওপর কি ভাবে অতাচার করিছে
167	Personal Hate	ছোটি আজাদ খানকির পোলা
20	Personal Hate	তোমাগো মতো পোলা পানের জন্য আজ কে দেশের ইউটিউব এর এই অবস্থা
627	Political Normal	কিন্তু পুরোটাই নির্ভর করছে সরকারি কর্মকর্তা ও সরকারের ওপর।
291	Personal Hate	বাঁশ এর বাড়ি আবার খাবি নাকী গরুর হাটে 
560	Political Hate	চোরের বাচ্চা চোর ব্যাটার পুত হলে বাংলাদেশে আইসা বাসন দে
232	Personal Hate	মাদার চোদ আরেক জনের গান নিয়ে মজা চোদাও  
1135	Geopoitical Hate	মায়ানমার বাংলাদেশের সাথে দন্দে ঝরাতে চায়,মায়ানমারকে ঘৃণা করি | 
1234	Gender abusive hate	মাগির বুদা অনেক বড় 
1342	Gender abusive hate	ঢাকাৰ মাল চুদাছো শেমজা 
1160	Geopoitical Hate	পাকিস্তান মানুষ ভালো নয় 
161	Personal Hate	মাদারির চোদরে লাথি মেরে বেরকরে দেওয়া দরকার ছিলো
498	Political Hate	মাহি ছৌঃ পরিবার বাটপার । 
495	Political Hate	বদরুচ্ছুদা আর মাহী বাল চৌধুরী, একটা বেইমান জাতীয় বাইমান 
176	Personal Hate	একবার জদি তোরে সামনে পাইতাম,হাজার পাবলিকের মাঝখানে, তোরে লেংটা করে দিতাম,
836	Religious Hate	চলো আমরা সবাই মুসলিম মারা শুরু করি 
490	Political Hate	মাহি কে আরো আগে বাদ দেয়া দরকার ছিল সালা খেলপ 
1125	Geopoitical Hate	ভারতের মায়েরে চুদি 
1275	Gender abusive hate	মাগি ব্যাবসা লইয়া বসছে 
1028	Geopoitical Hate	মালউন ইন্ডিয়ারাই ফারাক্কার পানিতে ডুবে মরবে। 
1058	Geopoitical Hate	সালাদের পাকিশতান কেলাচিছলো ঠিক করছিলো
7	Personal Hate	আর আমাদের এই খাইস্টা জাতের মধ্যে তুমিও পড় সো রক্ত ত মিশশা আসেই জিনিস টা
55	Personal Hate	আজাইরা যেটা পারো না সেটা চেস্টা করো কেন হুদাই
911	Religious Hate	এখনই কোন মসুলমান যদি এই রাস্তা দিয়ে যায় আমি বাধ্য হব ওই মসুলমান কে দিয়ে আমার গুদের জ্বালা মেটাতে
1010	Geopoitical Hate	পাকিস্তান একটা ফালতু দেশ কারন দিন গুলা মনে পরে 
1025	Geopoitical Hate	পাকিস্তানি রা আসলে গন্ড মুর্খ। এদের ভাল মন্দ বোঝার ক্ষমতা নেই। 
729	Political Normal	শেখ পরিবারের সাথে জিয়া পরিবার কিছুই না জিয়া পরিবার চুর বানায় ছে 
211	Personal Hate	তুই তোর মার পুটকি মার খানকির পুত 
590	Political Hate	আন্দালিব ভাই এই শালারা সব আওয়ামী লীগের চামচা পা-চাটা কুকুর 
548	Political Hate	খানকির বাচ্চা তারেক জিয়া।
477	Political Hate	খানকির পোলার সরকারের দালালরা তোদের এখন এগুলা ছাডা আর কোন কাজ নাই 
1271	Gender abusive hate	মাগীর পাচা দিয়ে বিকাশ ঢুকাইয়া দিলে ভালো হত 
1213	Gender abusive hate	নারী বুজে চোদা। প্রবাসির মন বিজতে পারে না।
168	Personal Hate	ওর জামাই টা কি বোকাচোদা
1399	Gender abusive hate	শ্রাবনী শায়ালাকে চুদবো ওর মা কে কুকুর দিয়ে চুদাবো
1079	Geopoitical Hate	আমরা জানি পাকিস্তান ও চীন আমাদের শত্রু।
785	Political Normal	পিলখানা হত্যাকাণ্ডে যাদেরকে মারা হয়েছে তারা শুধু আর্মি অফিসার নয় তারা হচ্ছে বাঙালী জাতির মেরুদণ্ড
961	Religious Hate	এখন তর চেহেরা ফেরাঊনের মত হয়ে যাচ্ছে, নাস্তিকের বাচ্চা নাস্তিক
862	Religious Hate	তুই একটা সুবিধাবাদি,তুই হিন্দু ও না আবার মুসলিম ও না, তুই একটা নাস্তিক। 
132	Personal Hate	চুতমারানি ছিরতে পারনা ভেড়ীর বাল লাফ দিয়া ধরো মাইনসের বাল।
1196	Geopoitical Hate	যারা বলে ভারত বাংলাদেশর বন্ধু তারাই বাংলাদেশের শত্রু ।
41	Personal Hate	আড়া চোদা রেপার গোরে পুটকি মারতে মন চায়
181	Personal Hate	বস্তাভর্তি মেকাপ নিয়ে বালের কনভারসেশন নিয়া বসছে।
1157	Geopoitical Hate	রেন্ডিয়া আমাদের শত্রু ভারতের দালালদের বাংলাই কোন থ্যাই নাই 
745	Political Normal	আন্দালিব রহমান পার্থ কে বাংলাদেশের প্রধানমন্ত্রী হিসেবে দেখতে চাই 
491	Political Hate	মাহি তুই খানকির পোলা তোর বাপ মাগির পোলা শালা দালাল 
340	Personal Hate	টুয়া তোর মারে বাপ 
287	Personal Hate	ইউটিউব এ একাউন্ট খুলছোস? ভালো কিছু বানা যাতে মানুষ দেখে
1151	Geopoitical Hate	যারা ভারত কে সাপরোর্ট করে তারা হিন্দুর জন্ম ভারতিয় দালালের জন্ম 
850	Religious Hate	শুধু আসাম না পশ্চিমবঙ্গ থেকে ও এই জেহাদি মুসলমানদের খেদানো হবে !
584	Political Hate	পার্থ সাহেবের সাথে কথা বলার মতো কুত্তালীগে কেও নাই?
217	Personal Hate	আই হায় কি ভাব চুদায়, তুই আমার লাওরার ভিজা বাল।
1373	Gender abusive hate	এইসব মাগী দের কে চুদা শাউয়াতে নাগা মরিচ লাগাইয়া দিলে ভালো হত| 
369	Personal Hate	পুরাই আজব রে মাইরি,মানুশকে কি এতোই বোকা পাইছস,পেয়েছো,পেয়েছেন আপনারা,পেয়েছিস???
903	Religious Hate	মুহম্মদের আমলেও বাল্যবিবাহ প্রচলিত ছিল। কিন্তু ৫৩ বছরের বুড়ার সাথে ৬ বছরের বাচ্চার বিয়ে কেউই ভাল চোখে দেখত না। 
201	Personal Hate	ফুল পর্ণ ভিডিও দেখাইয়া কস ইন্টারভিউ।
1192	Geopoitical Hate	"ভারতের ”সড়যন্ত্রে"" পূর্ব পাকিস্তান পৃথক হয়ে যায়"
397	Personal Hate	সাজু হালারে কেও ধইরা (তেরে নাম) এর পাগলা গারদ এ ভর্তি করায় দিয়ায়।
608	Political Normal	সবাইকে সতর্ক দৃষ্টি রাখতে হবে।
1195	Geopoitical Hate	মালুদের পাছায় বাঁশ দাও 
184	Personal Hate	তুর মায়ের ফুটকির বিতরে ডুকাই দেব মনে রাকিস সালার বেটা
691	Political Normal	ডঃ কামাল সাহেব একবার ও জিয়াউর রহমান এর নাম উচ্চারন করেনি,আর সেখানে বসে আছে বিএনপির নেতারা,কি বুঝলেন দেশবাশি৷ 
528	Political Hate	হাসিনার পতন চাই,সৌর হাসিনার কুত্তালীগ বাংলার মাঠিতে আমরা আর চাই না,!!!! 
547	Political Hate	তোর মত ছাগলে কথা বাঙ্গালী এখন আর বিশ্বাস করে না রে 
635	Political Normal	এসব না করে দয়া করে সোজা রাস্তায় আসুন। খালেদা জিয়াকে মুক্তি দিন।
43	Personal Hate	রাপ্পিযং এর জগতে আপনার সালমান মোক্তাদির, সম্রাট ভাই এর চুলের কাছেও নাই
665	Political Normal	মাহি চেয়েছিল কথার পেচে মান্নাভাইকে দিয়ে রাষ্ট দ্রোহি কথাবলানো যায়কিনা।
701	Political Normal	২৩ মিনিটের বক্তব্যে ৫৭ বার বংগ বন্ধুর নাম নিলেন কামাল সাহেব।
317	Personal Hate	এটা মেয়ে নাকি হিজড়া কিছুইত বুজলাম না 
202	Personal Hate	লজ্জা পানির লগে মিশাইয়া খাইয়া লাইছে নাকি বুজতাছিনা।
1110	Geopoitical Hate	এক বার সামনে থেকে লড়াই শুরু করে দেখ। মীর জাফর মতো খালি পেছনে থেকে ছুরি মারার চেষ্টা করিস। 
902	Religious Hate	রবীন্দ্রনাথ ধর্ষক মুহম্মদের মত ৫৩ বছর বয়সে একটা ৬ বছরের বাচ্চার সাথে মুফাখেতা (দুই পায়ের মাঝে জননাঙ্গ ঘষা) করেন নাই।
1350	Gender abusive hate	তোকে চুদার বড় সক আমার,তোর সোনার বিতরে গোস্ত বেসি চুদতে মজা লাগবে,ধুদের মাজখান দিয়ে দিবো, মজা পাইবি মাগী 
831	Religious Hate	মুসলিন জাতি বেইমান এবং জেহাদি ছিল, আছে , থাকবে
