Data,Label
"আমার নানীও অনেক ভারি করে বানায় মরিচ বাটা , ডাল বাটা আর চাউলের গুড়া মিশিয়ে ! খেতে অসাধারণ ",1
মাশরাফি কে বিসিবি র সভাপতি করা হোক ,1
তবে আমার মনে হয় অপচয় করাটা ঠিক নয় । আর যে প্লেটের ভাত কাস্টমার হাত রাখেনি সে ভাত আবার সার্ভ করলে মনে হয়না কোন প্রবলেম হবে,1
দার্জিলিং থেকে শিলিগুড়ি আসবেন । তারপর ওখান থেকে ট্যাক্সি নিয়ে সোজা জয়গা চলে যাবেন । জয়গা হল ভুটান যাবার জন্য বর্ডার,1
বাপিদার চিকেন এ যেতে পারেন । সল্টলেক,1
নওশিন তুমি আমাদের খুলমার গৌরব,1
আমি ঘরে একটা কুকুর পুষতে চাই । কেউ কি আছে যে আমাকে ছাত্রলীগ ব্রিডের একটা কুকুর আইনা দিবে,1
একন আর বিপিআাই নাই সব হারামি,2
আপনাদের সা্থে তো সেই প্রথম থেকেই থাকতে চাই কিন্তু আপনারা না থাকলে কিভাবে থাকবো,1
ব্যাংক না থাকলে পাস্পোর্টে ডলার এন্ডোর্স করতে হবে,1
ভাইয়া সব কি খেয়ে উঠতে পারছিলেন,2
"জাহিদুল স্যার , আপনাকে অসংখ্য ধণ্যবাদ । আল্লাহ আপনার উপর রহমত দান করুক । স্বপ্ন সুপার সপ এর কর্তৃপক্ষকেউ অনেক ধণ্যবাদ ",1
আমি বাদ দিয়ে আমরা হতে না পারলে সব কিছুই অকাজের,2
এই প্রথম এই চ্যানেলে এরকম হাবিজাবি খাবার কে এত ভালো বলতে দেখছি,2
বাংলাদেশের সবচেয়ে সেরা মানসম্মত স্মার্ট একমাত্র ফুড রিভিউকারী ভাই এদ্দিন পর কই থেকে,1
মুগ্ধ হয়ে গেলাম মামু । আর তোমায় কি কমু । বলো তোমায় কোথায় পামু । আমি তোমার সাথে যাবু । গান কমু তোমার মতো গলি ঘুরমু ,1
ডাকাত আর পুলিশের মধ্যে কোন পার্থক্য নাই আমরা ডাকাতকে যেমন বিশ্বাস করি না ঠিক তেমন পুলিশ কোন বিশ্বাস করি না এ দেশের সবথেকে বড় সন্ত্রাস হচ্ছে পুলিশ প্রশাসন যমুনা টেলিভিশন কে আমি স্যালুট জানাই,2
"পতিতালয়ে যায় নাহ কেন , পুলিশের সাম্নেই তো এসব হয় রাস্তায় , এগুলা আমি যানলে তো বুজা যায় সাংবাদিক পুলিশ সবাই জানে খালি কিছু করে নাহ জানের ভয়ে ",2
হালারা খবর আর খুইচ্ছা পাইছে না,2
"আলুর দম , কখনোসখনো চিকেন স্টু ",0
ডালের উপরে কি ছিলো সেটা কিন্তু বলেননি,2
ভাই আমিও আপনার সাথে জোগদিলাম,1
মাগির পুতের দেশ আর দেখতাম না,2
"তারা রেপ করা শিখল কোথায় থেকে ? ভাল করে দেখ , তোমরা যা খুজতেছ সব বাংলার পথে - ঘাটেই আছে ",1
দাম খুব বেশি । কলকাতা য় অনেক কম দাম,2
কাঠের বেঞ্চে উচিল্লা মাত্র এটা আল্লাহর কেরিসমা এখন উছিত এই দুই মহিলার টিকমত পর্দা করা আর নামায পড়া আর আল্লাহ শুকরিয়া আদায় করা,0
"জোস ব্লগার আপনি , আমিও একজন ব্লগার হিসাবে বুঝি কতটা কষ্ট হয় একটা ব্লগ মেইক করতে✌✌ ",1
টিকিট কি এক্টাই থাকে ? বালি ইমিগ্রেশনে কি কি লাগে,0
ধন্যবাদ সায়েম ভাইয়া । আপনার পরবর্তী পর্বে দার্জিলিং থেকে কি ভাবে গেংটক যাওয়া সহজ হবে যদি উল্লেখ করে দিতেন তবে আরো ভালো হতো,1
কথাটা বুকে আইস্যা লাগছে,1
"প্রথম যাকেই সামনে পাবেন , তাকেই ",1
আমি যা যা দেখাচ্ছি বা সামনে দেখাবো সেগুলো সবগুলোই রাজশাহীর বিখ্যাত খাবার এবং রাজশাহীতে এই খাবারগুলোই সুপরিচিত,1
চিকেন ফ্রাই টির দাম কমপক্ষে ৫০ টাকা মুরগির গলা কলিজা ১০ টাকা আর রাইচ ১৫ টাকা । সব মিলিয়ে দাম হওয়া উচিত ছিল ৭৫ টাকা,1
কথা কমায় দিয়ে শর্ট ডিউরেশন করলে ভালো হয় । 30 মিনিট ওয়ে টু লং : (,2
আল্লাহ্ ' র রহমতে বেঁচে গেছে,1
পাপন । ও । লুকমান । রিমানডে । নিতেহবে । তারহলে । সতর । বেরহবে,2
"ভাই , ক্ষমতা ছাড়লেই কি বাংলাদেশ দুর্নীতি মুক্ত হবে ? অাপনার বাড়ির পাশের দুধ ওয়ালাও কিন্তু পানি মিশিয়ে দুধ বিক্রী করতেছে । সে তো রাজনীতি বীদ না ! ",2
মাশা আল্লাহ । ভাই আপনি খেতেও পারেন,1
"তবে , লেগরোস্ট এর জন্য আমার ঘুম আজ আসবে বলে মনে হয় না ",1
"ভিডিওটা ভালোভাবে দেখেন আশা করি ঠিকানা পেয়ে যাবেন , এছাড়াও ডিস্ক্রিপশন বক্সে ফোন নাম্বার দেয়া আছে ",1
শীতের ফিল পাইলাম শিম এর তরকারি দেখে,1
এটাই আল্লাহ বিচার মানুষ জেই জিনিস নিয়ে আংহকার করে আল্লাহ তার বিচার করে এই ভাবেই,0
এই নিউজটির জন্য যমুনা টেলিভিশনকে অনেক ধন্যবাদ,1
"৭ থেকে ৮ হাজার , শুধু হোটেল ভাড়া বাড়বে । তবে একা গেলে মজা পাবেন না ",0
কি সাংবাদিক । বিতর্কিত ধর্মীয় ইস্যু যেন না আসে ,0
তাওহিদ আফ্রিদি যদি একজনের দায়িত্ব নেয় বাকি রানাদের কি হবে ,2
এই বয়সে নওশিনকে অনেক কিউট লাগছে,1
তুমি এতগুলি খেলে তোমার বাড়ির পাশে না খেয়ে আছে সেদিকে খেয়াল আছে,2
"শালা সব টাকা নিয়া কোন ফ্লাটে টি20 খেলতেছে দেখুন , সময় পেড়িয়ে যাওয়ার সাথেসাথে কি টাকা ও হাওয়ায় মিশে গেলো নাকি ",1
খাবার বাড়াবে কিভাবে খাবারের বাজেটের টাকাও খেতে দ্বিধা বোধ করে না বর্তমানে যাদের কাছে আসে,2
ছয় মাস তো দুরের কথা ছয় বছর রো বিচার শেষ হবে না,2
আশরাফুলকে জাতীয় দলে চান্স দেন ,1
"ভাগ্য দেবি কি রে বাইঞ্চদ , কুত্তার বাচ্চা , আল্লাহ তায়ালা চান নি তাই হয় নি ",2
পুজোর ভোজ না খাইয়া শালা মল থেকে মুত্র খা,2
হিল্লোল ভাই আদনান আপনার ভিডিও দেখলেই দিনশেষে একটি ফূর্তি ফূর্তি গা থেকে ছাড়া ছুটির ভাব জাগে,1
হাজী বিরিয়ানির দোকানে আপনার পেছনে সাবেক ক্রিকেটার জাবেদ ওমর বেলিম ভাই ছিল,0
বন্ধু জাহিদের জন্য শুভকামনা,1
হনুমান ঘুষ ছাড়া কি তোমার কাজ হবে । তোমার সাথে তো টাকা নাই তুমি বিচার পাবে না,2
লোকটার উচিৎ টাকার পেছনে না ছুটে দ্বীনের পথে আসা,0
ইউটিউব ম্যান আপনাকে বলছি দাঁড়িয়ে মুসলমানের কোন কিছু খাওয়া ঠিক না,0
আই ফোন বেন্ড হয়ে যাওয়া উচিৎ । মোবাইলের দাম বাড়িয়েছে আইফোন,2
"শুরুতেই ভিডিওর মূল প্রতিপাদ্য 3 / 4 সেকেন্ডে দেখাবেন না , ইন্টারেস্ট চলে যায় ",2
"নিজামের বিরিয়ানি আমার আহামরি লাগেনি , রোল অপূর্ব । আরসালান , আউধ , আলিয়া , সাবির , দাদা বৌদির বিরিয়ানি অনেক বেশি ভালো ",1
আইফোন 11 ইন্ডিয়াতে স্টোক আউট হয়ে গেছে । খোঁজ নিয়ে দেখেন । গাঁজাখুরি সাংবাদিকতা করেন,2
এক মাস । সেহরি খাইয়া রুজা রাকা । সুজা আমি রানা হারা বচর সেহরি চারাই রুজা পুরাই । আগুন,1
"রানা যে স্টাইল দেখলাম , মাশাল্লাহ , পরবর্তী শাকিব খানের পরে সেই হবে টপ হিরো ইন বাংলাদেশ ! দোয়া রইল ",1
সম্রাটের জনপ্রিয়তা আকাশচুম্বী । এটা তার কারনে কোণঠাসা হওয়া দলের অন্যদের ষড়যন্ত্রের অংশ হয়তো,0
"ভাই , সব কিছুই কিন্তুক রাজনীতি আছে ",0
"১০ মাস ক্ষমতায় এরপর ৩ বছর বিশ্রাম , কি সুন্দর নিয়ম আর আমাদে পাপন সাহেব তো মনে হয় বিসিবি কিনে নিয়েছেন ",2
শালারা আমাদের সাথে চিটারি করেছে,2
"এখানে পারহেড দাম চার্জ করা হয় , শেয়ারিং বেসিস্ নয় ",0
আজ এফডিসির ভিতর গেলাম কালাভুনা খাবো তাও দেখি বন্দ,1
"সাময়িক কেনো করা হলো , এই জানোয়ার গুলা কে সারাজীবনের জন্য নিষিদ্ধ করা হোক ",2
"দেশে সুবিধাবন্চিত শুধু মুসলিমরাই , অন্য ধর্মের সুবিধাবন্চিত নাই , যার কারনে গরুর আইটেম খাওয়াচ্ছে , যেখানে এর প্রতিষ্ঠাতা পর্যন্ত হিন্দু ",2
এই মাদার চোদ তরে পাইলে তর গরদান টা নিতাম ,2
"রিভিউ ও জায়গা চয়েজ ভাল , তবে এক কথা বার বার না বললে ভাল হয় , এটা বিরক্তিকর , আর সব কিছু এত ওভার এক্সপ্লেইন করার দরকার নাই । ধন্যবাদ ",2
"কোন জায়গায় সালাম আর কোন কাজে বিসমিল্লাহ বলতে হয় , তা আগে জাইনা নেন ",2
দ্বাদশ্যাং শুক্লপক্ষস্য মাধবে মাসি মাধবঃ - ,0
বারোদার বারবিকিউ ন্যাশনে খাবার অভিজ্ঞতা আছে ! স্টাটার কেই মেইন কোর্স মনে করে দেদারছে কাবাব খেয়েই পেট ভরেছিলাম,1
আমাদের দেশ হলো চোরের দেশ । টিকেটের নাম করে কোটি কোটি টাকা হাতিয়ে নিয়ে যাচ্ছে । কিন্ত কোন প্রতিবাদ নেই । তাই আমি উপাদি দেই এই দেশ হলো চোরের দেশ । আমার অনেক ঘৃনা হয় এমন অমানুষদের প্রতি,0
"টোটাল কস্ট কত , ভাইয়া । আর ভিসা কিভাবে প্রসেস করবো । দেন সিমকার্ড এর ব্যপারটা একটু ক্লিয়ারর করবেন । ভারত & ভূটান দুই দেশেই কি ডলার দেয়া যাবে ভাড়া + হোটেল খরচ হিসেবে ",1
ফুল ফুটুক আর না ফুটুক আজ বস্নত্ত কেউ আসুক না আসুক আজ আমরা জাভ হানিমুনে,0
"এভাবে চলতে পারে না , আমার গ্যাস , আমার পানি , আমার সম্পদ কে নিয়ে যাচ্ছে আমি জানতেও পারছি না । কেন ",2
ভাই আমার পোর্ট বাংলাবান্দা আমি কি বেনাপোল দিিয়ে যেতে পারবো,1
দেখে আমরা কোন দেশে বাস করি পুলিশ কে হাজার হাজার টাকা বেতন দিয়ে রাখা হয়েছে সাধারন মানুষ কে পাহাড়া দেওয়ার জন্য,2
আচোদা তোরা না চিনে না জেনে ভাষায় ঢুকতে দিলি কেন ?,2
আপনাদের দুজনার চিন্তা চেতনা রুচির অনেক মিল,1
ভাই ভর্তা ভালোমতো মেখে তারপর খেতে হয় আজ ঠিকঠাক হলো না খাওয়া,0
"কাচকলা , টমেটো , কাচা পেপে , শুটকি ভর্তা এগুলো নরমালি সব এলাকা তেই চলে এখানে ",1
পলুসির কারনে দেসটা সেস হয়ে জাইতাছে ,2
ভাইজান একাই খাইলেন ডাক দিতে পাড়তেন,1
"তোরা মনে করিস না তোরা বেঁচে গেছিসএকালে না হলেও পরেকালে তোদেরকে কঠিন শাস্তি দেওয়া হবে , ! মনুষ্যত্ব আজ কোথায় , কেন তাকে এত নির্মমভাবে হত্যা করা হলো ",2
আপনার খুব সুন্দর একটা কাপল । অনেক ভালো লাগলো আপনাদের খুনসুটিগুলো । অনেক অনেক ভালো থাকেন আপনারা । আর নেক্সট টাইম আপুকে ছাড়া কোন ফিস্ট যাতে না হয়,1
2য়প্রশ্ন - ভুটানের ইমিগ্রেশন এ ট্রাভেল ট্যাক্স কত দিতে হয়েছে,1
বাবুটার জন্য এক্সট্রা লাইক দেবার সুযোগ থাকলে দিয়ে দিতাম,0
পাপনের মারে বউরে আমি ফুড়িরে আমি ছু ,2
"ক্লাব গুলো যেহেতু ক্যাসিনোতে পরিনিত হয়ছে , তার দায় ভার পাপন ও সালাউদ্দিন সাহেব কে নিতে হবে ",0
আদনান ভাই থাইল্যান্ডের স্ট্রিট ফুডের ভিডিও দেখার জন্য অনেক দিন ওয়েট করেছি ধন্যবাদ ভাই আমাদের এই মনের কথাটা শোনার জন্য,1
"এ পুলিশে কতো খায় , ঘোস , খুজে দেখুন ",2
যদি রিযিক থাকে এক দিন আমিও খাব,1
বেচারা শান্তিতে খাইতেও পারে না । ১ মিনিট নিরবতা আপনার জন্য,0
"হিল্লোল ভাই , আপনার ভিডিও বরাবরের মতই ভালো হয়েছে । ধন্যবাদ । আর আসল রিভিউ টা রেস্তোরা থেকে বের হয়ে দিয়েছেন । এই জন্যে আরো শুভেচ্ছা । : ",1
আপনাদেরকে দমে দিয়েছে,0
একসাখে এগিয়ে যান বাংলাদেশকেউ অনেক অনেক দূড়ে নিয়ে যান ,1
"বাল খাউ তুমি ঝাল খাউ , এইহ আয়সে , অংশগ্রহন করসে চাপাবাজ চাদেন ",2
একে কুত্তা বলে কুত্তাকেও ছোট করলাম মনে হচ্ছে,2
অক্সিজেনের অভাবে সবাই মারা যাক ,2
যাতে তাদের কু থেকে কর্ম আমরা যেনো জানতে না পারি,2
"অন্য কোথাও গিয়ে মর কাংলুদেশী জেহাদি । না হলে যেমন মুঘলদের থেকে প্রাণ ভিক্ষা থেকে শুরু করে স্বাধীনতা , জল এসবের জন্য ভিক্ষা করছিস তেমনি ভিক্ষা কর গে যা । নিজের হতাশা এখানে ঝেড়ে কমেন্ট সেকশন নোংরা করিস না ",2
"আমরা চাই ছাত্রলীগ ই বন্ধ করে দেয় হউক । তাদের বরখাস্ত করল কোন ইতরে , তাদের নেন্টা করে নিচে দিয়ে গুলি করে মেরে ফেলা ইচিত ছিল ",2
আলহামদুরিল্লাহ সালাম ধন্যবাদ পুলিশ সুপার জাহিদুল ভাইকে অশংখ্য ধন্যবাদ সুপার শপ সপ্ন ,1
"দেশ পরিস্কার করতে পুলিশের ২৪ ঘন্টাই যথেষ্ট , শুধু এটাই বললাম ",1
দাদা একবার কোলকাতার কফি হাউজে চলে আসুন,1
আরবী পড়া ছাএ আধুনিক রেপার বানায় শিক্ষারে ,2
"এই সেই বাবা এবং মেয়েরা সন্তানের জন্য প্রয়োজনে শেষ পর্যন্ত চুরি করতেও বাধ্য হন , আর অনেক সন্তানেরা বর হয়ে সেই মা বাবাকেই বৃদ্ধাশ্রমে রেখে আসে , খুবই দুঃখজনক , আই লাভ মা বাবা ",1
আপনার রিভিউ দেখে কাবানা সীফুডে খেতে গিয়েছিলাম । ছিঃ এত জঘন্য কয়েক বছরের পুরানো ফ্রোজেনসীফুড দিয়ে রান্না । দয়া করে টাকা খেয়ে রিভিউ দেবেন না,2
"এখন অনেকের মতে , তখন হিটলার সব ইহুদীগুলা হত্যা করে ফেললে ভালো হতো ",0
পুলিশ কমিশনার জাহিদুল ইসলামকে অনেক ধন্যবাদ এই এ মহৎ কাজটি করার জন্য । এবং আরো অনেক ধন্যবাদ স্বপ্ন সুপার শপকে । এই ভাবেই সমাজে শান্তি প্রতিষ্ঠিত হবে ,1
চিকেন হালাল কি না জিঙ্গাসা করছেন,1
আমার অফিস বাংলামটর । বাসা পশ্চিম ঢান্মন্ডি । চলে আসেন একদিন : ),0
2003 থেকে 2019 মাত্র 16 বছরের ব্যবধানে একটা দেশের প্রধানমন্ত্রী হয়ে গেলেন ,1
দ্রুত বিচার ট্রাইবুনাল গঠন করতে হবে,1
মান খুবই খারপ । এর থেকে লালবাগের কাবাব ফ্রট এবং রয়েল রেষ্টুরেন্টে অনেক ভালো,2
অপরিসীম আগ্রহ নিয়ে অপেক্ষায় থাকবো আপনাদের ভ্রমণ ভিডিও গুলার জন্য,1
"হা হা হা । কিন্তু , কোনো আমিন পার্টি দেখতেসি না এখনো ",0
মানুষ মানুষের জন্য সেই অপরাধ কোরক না তবে এভাবে মানুষ মানুষ কে মারেনা,2
"এইটা না হয় হলো ! কিন্তু , যেখানে সরাসরি সারচ দিয়ে পর্ণ দেখা যাচ্ছে , সেখানে পৃথিবীর শিশুদের মানসিক স্বাস্থ্য এর কথা কে ভাববে ? ",2
"কয়েকটি টিভি শো এর উদাহরনও দিয়েছিলো , শো এর নামগুলো এখন পেটে অাসছে কিন্তু মুখে অাসছে না তাই লিখতে পারলাম না ",0
আপনাদের ভালো লাগে বলেইতো আমি উৎসাহ পাই : ),1
চিটিংবাজ আর হারা মির বাচ্চা রা গরিবের টাকা খেয় মারাজায়,2
"ঔ খানে রেস্টুরেন্ট কুকের কাজ করলে বেতন কত হবে , বলতে পারবেন ",0
শিয়ারা কাফের তারা শেষ নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লামকে মানেনা ,0
"মুম্বাই ভিডিও এখনো শেষ হয়নি । সব শহরের ২ টা করে ভিডিও দেখে নেই , তারপর আবার ব্যাক করা যাবে , নাকি ",0
ময়মনসিংহ বাশি হয়ে আমরা গর্বিত । এমনই প্রধানমন্ত্রী চাই । আমাদের দেশে যা নিজের টা না ভেবে পরের জন্ন ভাবেন এবং করেন,1
কলকাতায় ভাগাড়কান্ড নিয়ে শুনেছেন নিশ্চয়,0
"অথচ আজ এত বিদ্বেষ । একটা ধর্মের জন্যই যে মানুষ চিনেই না , তাকেও গালি দিচ্ছে হেট করছে । আমরা মানুষ হতে ভুলে যাচ্ছি । দুঃখজনক ",2
"ভিডিও প্রমান থাকা সত্তেউ , তদন্ত করা হবে কেন ",0
আমাদের ভাই এবং ভাবী খুব সুইট অসাধারণ,1
আদনান ফারুক সাহেব আপনার অনুষ্টান গুলো দেখলাম ভালো লাগে কিন্তু অথবা কিন্তু অথবা কিন্তু আপনাকে আমি উপদেশ দিচ্ছি,1
তথাকথিত তদন্ত কমিটি গঠন হবে । তথাকথিত রিপোর্ট ও তৈরী হবে । এই আমার সোনার ভাঙ্গা দেশ,2
পুলিশ যদি নিরপেক্ষ ভাবে কাজ করে তাহলে অামার সোনার বাংলাদেশ ফিরে পাবে তার সৌন্দর্য । এসব ছোট খাটো বিষয়ের চেয়ে বড় বিষয়গুলোর দিকে চোখ দিন দয়া করে । পুলিশই পারে দেশটাকে বাঁচতে,1
"বাংলার সোনার মেয়েদের লজ্জা কত ইস্ , আকাম এসব করার সময় নিচেরটা খুলে তখন সরম বাড়িতে রেখে আসে ",2
দেশের মানুষ সবাই জোচ্চুরিতে লিপ্ত,2
"এমন নিরিহ একটা মানুষ , একটি বাক্য উচ্চারণ করলো না । তার টাকা গুলোর এখন কিযে হবে ! ",0
"আপনারা প্রত্যেকটি রিভিউয়ের সাথে গুগল ম্যাপের লিংক দিয়ে দেবেন প্লিজ , আপনাদের রিভিউ যথেষ্ট ভালো হয় এবং রিভিউ করার সময় সঠিক শব্দের প্রয়োগ এবং শব্দ চয়ন যথেষ্ঠ ভালো ",1
তোমরা বাল করবে আবরার হত্যার আজ 4দিন আর 3দিন পর পেপসি দিয়ে মুড়ি খাবে,1
ফহিন্নির পোলারা তদের কে বলছি সুন ,2
বাহ দারুন তো । খাবারের মানও তো মন হচ্ছে খারাপ না,1
ভাইয়া 3য় ব্লগে পিচ্চিটাকে দেখলাম না কোথায় রেখে গিয়েছিলেন,1
"মাঙ্গের পো জিগাতলারে গলি কস । জিগাতলা দিয়া প্রতিদিন ট্রাক , কার্ভার্ড ভ্যান হান্দায় । চোখে কি তোর বিলাই মুতছে ",2
"চিংড়ি মাছের বড়া দিয়ে নারিকেলের ঝোল , বরিশালের ঐতিহ্যে ",1
ভাই আমার মনে হয় পরিবেশটা অস্বাস্থ্যকর মাছের বরফ হাতের মধ্যে কিছু নাই,2
মহানায়কের সম্মানে হলেও একবার খেতে যেতে হবে,1
"খুব সিম্পল ভিডিওগুলা , বাট মালমশলা দিয়ে ভরপুর ",1
জেলখানার নতুন জীবন শুরু,0
"এর বিচার হবে না , আমি বলে গেলাম , এটা বাংলাদেশ , এটা ভারতের একটা অঙ্গরাজ্য ",2
লোকমান স্যারকে আমি যতটা চিনি ও তার ফেমেলি সম্পর্কে যতটা জানি আমার মনে হয়না সে মধ্য পান করে । কারোন তার বাসায় আমার অনেক দিনের চলা ফেরা ছিলো ,1
"সত্য থেকে যাবে , সত্য , বিতা জাবে , না , ইনশাআল্লাহ ",1
ভাইয়া অসাধারণ । তুরস্ক ঘুরতে আসার অনুরোধ রইলো । অসাধারণ একটি দেশ,1
মাগার পশ্চিমা কৃষ্টিকালচারকে প্রমোট করার জন্য সাংবাদিক নামধারী কুলাংগাররা এত কেন ব্যাস্ত ,2
অবৈধ বিনাভোটের হাচিনার সন্রাসীদের কারনে দেশের অবস্থা ভয়াবহ লুটপাট হচ্ছে,2
"উনাকে তো কাঁদতে আর কাঁদাতে দেখলাম না , কেন হেডলাইন মিথ্যা দিয়ে নিজেকে বেজন্মা জাহের করেন ? ",2
ব্রামণবাড়িয়া থেকে ঢাকা অথবা কুমিল্লা যাবেন,1
আদনান ভাই আপনার খাবার সময় কিছু সমস্যা যেমন চাবানোর বা সিপ নেয়ার সময় যে শব্দগুলো হয় তা যেমন প্রচন্ড বিরক্তিকর তেমনি রিভিউগুলার মান কমিয়ে দেয় । আশা করি এগুলা মাথায় রেখে শব্দ না করে খাবার চেষ্টা করবেন । সেটা অনেক বেশি ভাল হবে,2
"আমি তোঁ জীবনের অনেক সকাল ও দিন পরোটা ভাজি খেয়েছি , কত দিন লাইন এ দাড়িয়ে ছিলাম আর এখন বলে পরোটা বিক্রি হয় না । শুনে খারাপ লাগলো ",1
স্যার মাঝে মধ্যে আপনি বা হাত দিয়ে অনেক কিছু খেয়ে থাকেন আমি মনে করি এটা না করলেই ভালো হয়,0
"ভাইজান , ডান হাতে খাওয়া উত্তম ",1
দুই ভাইয়ার নিউজ অনেক ভালো লাগে ♥ ,1
ভাই এভাবে খাবার নস্ট করবেন না,1
ভাইয়া ঠিকানাটা দিয়েন রেস্টুরেন্টর,1
সে অবশ্যই বাংলাদেশের গর্ব সারা বিশ্বের বিস্ময় কর এক গায়ক ,1
আমাগো বাডডা একটা আজব কারখানা,0
"আমিতো উনাকে কোনদিন দেখলাম না , ৪ বছর কাটিয়ে দিলাম ",1
"পুলিশের মধ্যে অনেক হিন্দু পুলিশ আছে , যেটা মুসলমানদের দেশের জন্য বড়ই ক্ষতিকর ",2
"ভাই নতুন পাসর্পোট দিয়ে যাওয়া যাবে , আমাকে জানাবেন আমি ঈদে যেতে চাই ",0
ডাব চিংড়ি আগে কখনো দেখিনি,0
ঠিকমত বাংলাটাও বলতে পারেন না । আঞ্চলিক ভাষা নিজের ঘরে থাকবে বাইরে শুদ্ধ ভাষাই বলতে হবে,2
"ফেসবুক এ পর্ন ভিডিও , সেক্সুয়াল কন্টেন্ট কে দেখে , ? কত , হাজার হাজার ওয়েব সাইট আছে ",2
"এই ভাইয়ের সাথে একমত । নিজের কাজ নিজেই করা উচিৎ । দালাল , এজেন্সির সহায়তায় অনেকে স্কলারশিপ নিয়ে বাইরে পড়তে যায় কিন্তু তাদের কাছ থেকে তথ্য চাইলে তারা কোনো সাহায্যই করতে পারে না , কারণ তারা তো নিজে সবকিছু করে যায়নি , এজেন্সির সহায়তায় সব করেছে ",0
"আলহামদূরিল্লা ! রাখে আল্লাহ মারে কে মারে আল্লাহ রাখে কে । মানুষ কতোটা অকৃতজ্ঞ , কাঠের বেঞ্চ নাকি বাচিয়ে দিয়েছে , নাউজুবিল্লাহ ! আল্লাহ না চাইলে কেউ বাচানোর ক্ষমতা রাখে না । বেঞ্চ তো ডুবে যাওয়ার কথা তারপর আবার মানুষ বহন করবে ",2
আপনার কোনে ভিডিও আমি মিছ করি না ,1
ওই পিপি আই কে বহিষ্কার করে জনো সম্মুখে অসম্নান করা হোক,2
সাহসি সাংবাদিক তাহমিদ অমিত ,1
"ভাইয়া , সরাসরি যদি শিলিগুড়ির টিকেট কাটা হয় , তাহলে কি বর্ডার টিপস দিয়া লাগে ",1
ওমর ফারুক চৌধুরী কে গ্রেফতার করা হোক,0
"যিনি এত সুন্দর একটা ভিডিও ধারন করে আমাদের সকলের মাঝে উপহার দিয়েছেন যার মাধ্যমে আপনারা আমার প্রিয় শহর খাগড়াছড়িতে না এসেও আমার প্রিয় শহরের সৌন্দর্য্যে উপভোগ করেছেন , তাকে ধন্যবাদ দিয়ে ছোট করতে চাই না তবে সব সময় আমরা খাগড়াছড়ি বাসী আপনার প্রতি কৃতজ্ঞ থাকবো আল্লাহ আপনার সহায় হোন ",1
"এটাই নিয়ম , জোর যার মুল্লুক তার । ? বাইন * * * * দ । ! পা * * * * ",2
লটারি পাওয়ার নাম দিয়ে সাধারণ মানুষ থেকে কোটি কোটি টাকা হাতিয়ে নিচ্ছে এসব বাটপাররা,2
01 : 49 এখানে 300 রুপিয়া বলেছেন যা হবে 3লাখ রুপিয়া । বালিতে খাবার ও হোটেল এর ভাড়া আমাদের কক্সবাজার সহ অনান্য পর্যটন স্পট থেকে অনেক চীপ,1
কুয়োর ব্যাং । সমুদ্র মর্ম কি বুঝবে,2
সব ঠিক আছে কিন্তু ভিডিও বানানো এমন গাঁজাখুরি কথা কেউ বিশ্বাস করবে না,2
"মানুষ যদি কুত্তা , শুয়োর , সাপ , ব্যাঙ খেতে পারে , তাহলে কুমির খেতে দোষ কোথায় ? ক্যাপশন দেখে এই প্রশ্নটা মনে জাগলো ",2
300 ফিট নাকি এখোন আর কনো দকান নাই সোব উঠাইআ দিছে বাইআ,1
"১০-১২ দিন নামাজ পড়লেই আপনি পেটের দিকে তাকাচ্ছেন আর বলতেছেন কই কিসের কি , কোনো কাজই হলো না ",2
এই লাইফ স্টাইল এর মালিক কে ? মিডিয়ার সাংবাদিকরা তা কিন্তু প্রকাশ করলেন না,0
"আদনান ভাই কিছু মনে করবেন না । সুদীপা র রান্না ঘর খুব কস্টলি এটা জানা কথা । যেটা আপনার এবং সাধারণ মানুষের জানা দরকার । সুদীপা দি কেও যে কাটমানি দিয়ে ব্যবসা চালাতে হয় । চেন সিস্টেমে জনগণের গাঁটের কড়ি , বাটপার রা ছিনতাই করে চলেছে ",0
"ভাই আফনার বিডিও গুলা খোব ভাল আমি সভ সময় দেখি , আমি সৌদিআরবে থাকি ",1
এই ইন্টারনেটের যুগে এভাবে সরাসরি কাট পেস্ট করে ভিডিও বানাতে পারে কেউ ? তাও আবার দেশের একটা শীর্ষস্থানীয় নিউজ পোর্টাল ! এটা এশিয়ান পেইন্টস এর একটা প্রোগ্রাম । আরো বছর খানিক আগেই দেখেছি । অন্তত ডেস্ক্রিপশন বক্সে উল্লেখ করা তো উচিৎ ছিল,2
এটা কোনো পেইক রিভিউ না,0
ভাই কি কি খাচ্ছেন কি খাবার পাওয়া যায় কেমন দাম সেইগুলা জানালে ভালো হয়,1
ভাই যেভাবে আছিস সেভাবেই থাল রাজনৈতিক গুটির চালে পড়িস না,2
ভাই শেষে খাবার বিলটা কে দিল,0
"ব্যার্থ হলেও ভারত দক্ষিণ এশিয়ার গর্ব , যদিও তাদের মানসিকতা নিম্নমানের হওয়ার কারনে প্রতিবেশীদের কাছ থেকে সম্মান পাচ্ছে না ",0
"ধন্যবাদ , তবে সবার কাছ থেকেই শিখার আছে ভাই , আমি শিখতে চাই , অনেকদূর যেতে হলে শিখতেই হবে ",1
